SID|DEPT_DIV|COURSE_NUM|Grade|Year|Quarter|CR|Date
S004336128|MST|180|3.7|2010-2011|Winter|4|1/11/2011
S004336128|ACCT|155|4|2010-2011|Winter|3|1/11/2011
S004336128|MST|180L|3.7|2010-2011|Winter|1|1/11/2011
S004337782|MATH|90|W|2009-2010|Spring|5|5/25/2010
S004337782|ENGL&|101|3.3|2009-2010|Spring|5|5/25/2010
S004337782|ENGL&|102|2.2|2010-2011|Fall|5|11/27/2010
S004337782|HLTH|105|3|2010-2011|Fall|4|11/27/2010
S004337782|MATH|90|2.8|2010-2011|Winter|5|1/11/2011
S004337782|HUM|105|1.9|2010-2011|Winter|5|1/11/2011
S004349478|CEN|211|3.6|2004-2005|Spring|6|5/24/2005
S004349478|ENGL&|101|2.8|2010-2011|Fall|5|11/27/2010
S004349478|MATH|80|0|2010-2011|Fall|5|11/27/2010
S004349478|MATH|80|4|2010-2011|Winter|5|1/11/2011
S004349478|ENGL&|102|3.5|2010-2011|Winter|5|1/11/2011
S004355160|BRDGE|115|3.6|2009-2010|Fall|5|10/1/2009
S004355160|ECE|115|2.5|2009-2010|Fall|5|10/1/2009
S004355160|ECE|218|3|2009-2010|Fall|4|10/1/2009
S004355160|ECE|134|4|2009-2010|Fall|2|10/1/2009
S004355160|ECE|120|3.6|2009-2010|Winter|5|2/5/2010
S004355160|ECE|110|3.4|2009-2010|Winter|5|2/5/2010
S004355160|ECE|237|4|2009-2010|Winter|3|2/5/2010
S004355160|ECE|238|3.6|2009-2010|Winter|3|2/5/2010
S004355160|ECE|208|4|2009-2010|Spring|5|5/25/2010
S004355160|ECE|239|3.4|2009-2010|Spring|4|5/25/2010
S004355160|ECE|243|3.7|2009-2010|Spring|3|5/25/2010
S004355160|ECE|117|3.1|2009-2010|Spring|2|5/25/2010
S004355160|ECE|216|4|2010-2011|Fall|5|11/27/2010
S004355160|ECE|209|4|2010-2011|Fall|5|11/27/2010
S004355160|ECE|248|4|2010-2011|Fall|3|11/27/2010
S004355160|ECE|236|3.9|2010-2011|Fall|3|11/27/2010
S004355160|ECE|210|4|2010-2011|Winter|5|1/11/2011
S004355160|ENGL|100|4|2010-2011|Winter|5|1/11/2011
S004355160|ECE|249|3.6|2010-2011|Winter|3|1/11/2011
S004355160|ECE|134|4|2010-2011|Winter|2|1/11/2011
S004358353|MGMT|100|3.8|2009-2010|Winter|5|2/5/2010
S004358353|BUS|130|2.7|2009-2010|Winter|5|2/5/2010
S004358353|BSTEC|107|2.2|2009-2010|Winter|5|2/5/2010
S004358353|MGMT|214|1.8|2009-2010|Spring|5|5/25/2010
S004358353|BSTEC|110|1.6|2009-2010|Spring|5|5/25/2010
S004358353|ENRGY|105|2.7|2009-2010|Spring|3|5/25/2010
S004358353|MGMT|270|3|2010-2011|Summer|5|7/10/2010
S004358353|ACCT|101|2.6|2010-2011|Summer|5|7/10/2010
S004358353|JOBDV|130|4|2010-2011|Summer|2|7/10/2010
S004358353|BSTEC|130|3.2|2010-2011|Fall|5|11/27/2010
S004358353|CONST|141|2.6|2010-2011|Fall|4|11/27/2010
S004358353|LEGAL|296M|V|2010-2011|Fall|2|11/27/2010
S004358353|HORT|277|S|2010-2011|Fall|1|11/27/2010
S004358353|BSTEC|108|4|2010-2011|Winter|5|1/11/2011
S004358353|ENRGY|102|3|2010-2011|Winter|5|1/11/2011
S004358353|ENRGY|100|3.8|2010-2011|Winter|3|1/11/2011
S004358353|CIT|110|4|2010-2011|Winter|2|1/11/2011
S004401635|HMSCH|80|missing data|1997-1998|Winter|0|1/21/1998
S004401635|HMSCH|80|missing data|1997-1998|Winter|0|1/21/1998
S004401635|HMSCH|80|missing data|1997-1998|Winter|0|1/21/1998
S004401635|SPCH|115|4|2005-2006|Fall|5|11/13/2005
S004401635|MATH|90|4|2005-2006|Fall|5|11/13/2005
S004401635|ENGL|105|3.6|2005-2006|Fall|5|11/13/2005
S004401635|MATH|131|4|2005-2006|Winter|5|2/5/2006
S004401635|BUS|100|4|2005-2006|Winter|5|2/5/2006
S004401635|PHYS|100|3.9|2005-2006|Winter|4|2/5/2006
S004401635|PHYS|100L|4|2005-2006|Winter|1|2/5/2006
S004401635|MATH|132|4|2005-2006|Spring|5|5/25/2006
S004401635|MUSIC|101|4|2005-2006|Spring|5|5/25/2006
S004401635|HIST|105|3.9|2005-2006|Spring|5|5/25/2006
S004401635|ART|101|3.8|2006-2007|Fall|5|10/28/2006
S004401635|MATH|151|3.5|2006-2007|Fall|5|10/28/2006
S004401635|MUSIC|102|4|2006-2007|Winter|5|2/14/2007
S004401635|MATH|152|3.9|2006-2007|Winter|5|2/14/2007
S004401635|INSTD|202|4|2006-2007|Spring|5|5/20/2007
S004401635|ECON|140|4|2006-2007|Spring|5|5/20/2007
S004401635|SPAN&|121|4|2010-2011|Winter|5|1/11/2011
S004401635|GEOL&|101|3.6|2010-2011|Winter|5|1/11/2011
S004401635|SPAN|100|3.9|2010-2011|Winter|2|1/11/2011
S004401707|MATH|90|4|2005-2006|Fall|5|11/13/2005
S004401707|ENGL|100|3.3|2005-2006|Fall|5|11/13/2005
S004401707|CMPSC|115|W|2005-2006|Winter|5|2/5/2006
S004401707|MATH|131|4|2005-2006|Winter|5|2/5/2006
S004401707|ENGR|101|3.1|2005-2006|Winter|5|2/5/2006
S004401707|BUS|100|3.8|2005-2006|Spring|5|5/25/2006
S004401707|ENGL|105|3.5|2005-2006|Spring|5|5/25/2006
S004401707|ENGL|205|3.5|2006-2007|Summer|5|7/25/2006
S004401707|BUS|130|3.9|2006-2007|Fall|5|10/28/2006
S004401707|PHIL|100|3.8|2006-2007|Fall|5|10/28/2006
S004401707|POLSC|200|3.3|2006-2007|Winter|5|2/14/2007
S004401707|MATH|132|3.3|2006-2007|Winter|5|2/14/2007
S004401707|MGMT|100|4|2006-2007|Spring|5|5/20/2007
S004401707|MATH|151|3|2006-2007|Spring|5|5/20/2007
S004401707|MATH|152|3.9|2007-2008|Summer|5|7/6/2007
S004401707|MATH|153|3.4|2007-2008|Fall|5|10/31/2007
S004401707|MATH|271|3.7|2007-2008|Winter|5|1/15/2008
S004401707|MATH|272|3.6|2007-2008|Spring|5|4/18/2008
S004401707|PHYS|201|3|2008-2009|Winter|4|1/15/2009
S004401707|PHYS|201|3|2008-2009|Winter|1|1/15/2009
S004401707|CHEM|110|4|2008-2009|Spring|5|5/26/2009
S004401707|PHYS&|222|3.1|2009-2010|Fall|4|10/1/2009
S004401707|PHYS&|232|4|2009-2010|Fall|1|10/1/2009
S004401707|MATH|251|3.1|2008-2009|Fall|5|11/8/2009
S004401707|PHYS&|223|3.9|2009-2010|Winter|4|2/5/2010
S004401707|PHYS&|233L|4|2009-2010|Winter|1|2/5/2010
S004401707|CHEM&|141|3.7|2009-2010|Spring|4|5/25/2010
S004401707|CHEM&|151|3.8|2009-2010|Spring|2|5/25/2010
S004401707|ENGR&|214|3.8|2010-2011|Fall|5|11/27/2010
S004401707|ENGR&|225|3.3|2010-2011|Winter|5|1/11/2011
S004401762|BRDGE|90|4|2005-2006|Fall|5|11/13/2005
S004401762|MATH|80|3.4|2005-2006|Fall|5|11/13/2005
S004401762|PE|134|4|2005-2006|Fall|2|11/13/2005
S004401762|PSYCH|100|3.6|2005-2006|Winter|5|2/5/2006
S004401762|ENGL|100|3.6|2005-2006|Winter|5|2/5/2006
S004401762|MATH|90|3.5|2005-2006|Winter|5|2/5/2006
S004401762|MATH|131|N|2005-2006|Spring|5|5/25/2006
S004401762|ENGL|105|3|2005-2006|Spring|5|5/25/2006
S004401762|PE|135|4|2005-2006|Spring|2|5/25/2006
S004401762|CHEM|101|0|2006-2007|Summer|4|7/25/2006
S004401762|CHEM|101L|0|2006-2007|Summer|1|7/25/2006
S004401762|SPCH|120|3.6|2006-2007|Winter|5|2/14/2007
S004401762|MATH|131|2.8|2006-2007|Winter|5|2/14/2007
S004401762|ART|101|3.7|2006-2007|Spring|5|5/20/2007
S004401762|CHEM|101|3.3|2006-2007|Spring|4|5/20/2007
S004401762|PE|111|4|2006-2007|Spring|2|5/20/2007
S004401762|CHEM|101L|3.3|2006-2007|Spring|1|5/20/2007
S004401762|MATH|240|3.2|2007-2008|Summer|5|7/6/2007
S004401762|HLTH|100|4|2007-2008|Summer|3|7/6/2007
S004401762|CCLS|100|W|2007-2008|Summer|2|7/6/2007
S004401762|PE|112|4|2007-2008|Summer|2|7/6/2007
S004401762|ACD|255|3|2007-2008|Summer|2|7/6/2007
S004401762|ENGL|205|3.9|2007-2008|Fall|5|10/31/2007
S004401762|COMM|101|3.6|2007-2008|Fall|5|10/31/2007
S004401762|NUTR|200|2.9|2007-2008|Fall|5|10/31/2007
S004401762|GEOG|100|W|2007-2008|Winter|5|1/15/2008
S004401762|SHS|185|4|2007-2008|Winter|5|1/15/2008
S004401762|JOBDV|110|S|2007-2008|Winter|1|1/15/2008
S004401762|CCLS|106|S|2007-2008|Winter|1|1/15/2008
S004401762|SOCIO|110|2.8|2007-2008|Spring|5|4/18/2008
S004401762|HSPTR|112|3.3|2007-2008|Spring|3|4/18/2008
S004401762|THTRE|150|4|2007-2008|Spring|2|4/18/2008
S004401762|BIOL|230|3.9|2008-2009|Spring|4|5/26/2009
S004401762|BIOL|230L|3.9|2008-2009|Spring|2|5/26/2009
S004401762|BIOL&|242|3.8|2009-2010|Summer|4|7/26/2009
S004401762|BIOL&|242|3.8|2009-2010|Summer|2|7/26/2009
S004401762|ANTH&|206|3.8|2010-2011|Winter|5|1/11/2011
S004401762|CHEM&|131|4|2010-2011|Winter|4|1/11/2011
S004401762|CHEM&|131L|4|2010-2011|Winter|1|1/11/2011
S004402235|ENGL|161|3.2|2005-2006|Fall|5|11/13/2005
S004402235|ART|225|3.8|2007-2008|Summer|5|7/6/2007
S004402235|MATH|60|3.7|2007-2008|Spring|5|4/18/2008
S004402235|PE|130|4|2007-2008|Spring|1.5|4/18/2008
S004402235|MATH|80|4|2008-2009|Summer|5|8/5/2008
S004402235|HLTH|100|3.9|2008-2009|Summer|3|8/5/2008
S004402235|HUM|108|4|2008-2009|Winter|5|1/15/2009
S004402235|ENGL|105|3.3|2008-2009|Spring|5|5/26/2009
S004402235|JAPAN|101|3|2008-2009|Fall|5|11/8/2009
S004402235|JAPAN|100|3.5|2008-2009|Fall|2|11/8/2009
S004402235|ART&|100|3.7|2009-2010|Winter|5|2/5/2010
S004402235|ANTH&|100|3.8|2009-2010|Spring|5|5/25/2010
S004402235|COMSV|10|missing data|2010-2011|Summer|0|7/10/2010
S004402235|ENGL&|102|4|2010-2011|Winter|5|1/11/2011
S004402235|MATH|90|4|2010-2011|Winter|5|1/11/2011
S004403173|FLED|25|S|2005-2006|Fall|1|11/13/2005
S004403173|FLED|35|S|2005-2006|Winter|1|2/5/2006
S004403173|FLED|45|S|2005-2006|Spring|1|5/25/2006
S004403233|ESL|20|S|2005-2006|Fall|8|11/13/2005
S004403233|ESL|15|S|2005-2006|Fall|8|11/13/2005
S004403233|ESL|43|S|2005-2006|Fall|2|11/13/2005
S004403233|ESL|25|S|2005-2006|Winter|8|2/5/2006
S004403233|ESL|44|S|2005-2006|Winter|2|2/5/2006
S004403233|ESL|44|S|2005-2006|Winter|2|2/5/2006
S004403233|ESL|36|S|2005-2006|Spring|5|5/25/2006
S004403233|ESL|35|S|2005-2006|Spring|5|5/25/2006
S004403233|ESL|60|S|2007-2008|Winter|5|1/15/2008
S004403233|ESL|60|S|2007-2008|Winter|5|1/15/2008
S004403233|ESL|60|S|2007-2008|Spring|5|4/18/2008
S004403233|ESL|60|S|2007-2008|Spring|5|4/18/2008
S004403233|ESL|95|S|2007-2008|Spring|1|4/18/2008
S004403233|ESL|60|S|2008-2009|Spring|5|5/26/2009
S004403233|ESL|60|S|2009-2010|Summer|5|7/26/2009
S004403233|BUS|130|4|2009-2010|Fall|5|10/1/2009
S004403233|ACCT|101|3.9|2009-2010|Fall|5|10/1/2009
S004403233|EAP|121|3.4|2009-2010|Fall|5|10/1/2009
S004403233|ACCT&|201|4|2009-2010|Winter|5|2/5/2010
S004403233|BSTEC|107|3.6|2009-2010|Winter|5|2/5/2010
S004403233|BSTEC|100|3.9|2009-2010|Winter|4|2/5/2010
S004403233|ACCT|216|4|2009-2010|Spring|5|5/25/2010
S004403233|ACCT&|202|4|2009-2010|Spring|5|5/25/2010
S004403233|EAP|94|4|2009-2010|Spring|2|5/25/2010
S004403233|ACCT&|203|3.6|2010-2011|Summer|5|7/10/2010
S004403233|BSTEC|110|3.3|2010-2011|Summer|5|7/10/2010
S004403233|BSTEC|224|4|2010-2011|Fall|5|11/27/2010
S004403233|BSTEC|130|3.9|2010-2011|Fall|5|11/27/2010
S004403233|BSTEC|294|4|2010-2011|Fall|3|11/27/2010
S004403233|ACCT|254|4|2010-2011|Winter|5|1/11/2011
S004403233|BSTEC|225|3.9|2010-2011|Winter|5|1/11/2011
S004403233|MATH|140|3.5|2010-2011|Winter|5|1/11/2011
S004406820|ENGL&|102|4|2010-2011|Fall|5|11/27/2010
S004406820|CMST&|220|3.6|2010-2011|Fall|5|11/27/2010
S004406820|BIOL&|100|3.9|2010-2011|Fall|4|11/27/2010
S004406820|BIOL&|100L|3.9|2010-2011|Fall|1|11/27/2010
S004406820|PSYC&|100|4|2010-2011|Winter|5|1/11/2011
S004406820|GEOL&|101|3.8|2010-2011|Winter|5|1/11/2011
S004406820|SOC&|101|3.7|2010-2011|Winter|5|1/11/2011
S004425226|BRDGE|107|S|1985-1986|Winter|2|2/14/1986
S004425226|BRDGE|108|S|1985-1986|Winter|1|2/14/1986
S004425226|HIST|41|V|1985-1986|Spring|5|4/1/1989
S004425226|ABE|10|S|1985-1986|Spring|5|4/1/1989
S004425226|MATH|90|4|2009-2010|Winter|5|2/5/2010
S004425226|CONST|141|3.8|2009-2010|Winter|4|2/5/2010
S004425226|CONST|160|3.7|2009-2010|Winter|3|2/5/2010
S004425226|CONST|145|4|2009-2010|Spring|4|5/25/2010
S004425226|CONST|100|4|2009-2010|Spring|4|5/25/2010
S004425226|CONST|200|3.8|2009-2010|Spring|4|5/25/2010
S004425226|CONST|155|S|2009-2010|Spring|0.5|5/25/2010
S004425226|ENGL&|101|3.7|2010-2011|Summer|5|7/10/2010
S004425226|CONST|266|4|2010-2011|Summer|4|7/10/2010
S004425226|CONST|270|3.6|2010-2011|Summer|4|7/10/2010
S004425226|CONST|155|S|2010-2011|Summer|1|7/10/2010
S004425226|MATH&|107|4|2010-2011|Fall|5|11/27/2010
S004425226|CONST|177|3.8|2010-2011|Fall|4|11/27/2010
S004425226|CONST|251|4|2010-2011|Fall|3|11/27/2010
S004425226|MGMT|100|4|2010-2011|Winter|5|1/11/2011
S004425226|CONST|185|4|2010-2011|Winter|4|1/11/2011
S004425226|CONST|181|3.4|2010-2011|Winter|3|1/11/2011
S004425779|BRDGE|87|2.9|2009-2010|Fall|5|10/1/2009
S004425779|SHS|260|S|2009-2010|Fall|2|10/1/2009
S004425779|JOBDV|130|S|2009-2010|Fall|2|10/1/2009
S004425779|SHS|117|4|2009-2010|Fall|2|10/1/2009
S004425779|SHS|100|S|2009-2010|Fall|1|10/1/2009
S004425779|ECE|110|3.4|2009-2010|Winter|5|2/5/2010
S004425779|BRDGE|90|3|2009-2010|Winter|5|2/5/2010
S004425779|BSTEC|129|S|2009-2010|Winter|3|2/5/2010
S004425779|ECE|130|4|2009-2010|Spring|5|5/25/2010
S004425779|ECE|241|3.7|2009-2010|Spring|3|5/25/2010
S004425779|ECE|134|4|2009-2010|Spring|2|5/25/2010
S004425779|ECE|117|2.5|2009-2010|Spring|2|5/25/2010
S004425779|ECE|115|2.1|2010-2011|Fall|5|11/27/2010
S004425779|ECE|218|2.5|2010-2011|Fall|4|11/27/2010
S004425779|ECE|236|4|2010-2011|Fall|3|11/27/2010
S004425779|ECE|237|4|2010-2011|Winter|3|1/11/2011
S004425779|EDUC&|203|4|2010-2011|Winter|3|1/11/2011
S004425779|ECE|238|3.9|2010-2011|Winter|3|1/11/2011
S004425779|ECE|134|3.5|2010-2011|Winter|2|1/11/2011
S004425779|ECE|155|S|2010-2011|Winter|1|1/11/2011
S004432575|EAP|121|2.8|2010-2011|Winter|5|1/11/2011
S004451022|ENGL|105|W|2005-2006|Winter|5|2/5/2006
S004451022|GEOG|100|3.1|2005-2006|Winter|5|2/5/2006
S004451022|MATH|80|1.5|2005-2006|Winter|5|2/5/2006
S004451022|SHS|170|S|2005-2006|Winter|1|2/5/2006
S004451022|SHS|111|4|2005-2006|Winter|1|2/5/2006
S004451022|MATH|80|3.1|2005-2006|Spring|5|5/25/2006
S004451022|ENGL|100|0|2005-2006|Spring|5|5/25/2006
S004451022|PE|105|2.5|2005-2006|Spring|3|5/25/2006
S004451022|MATH|90|V|2006-2007|Fall|5|10/28/2006
S004451022|SPAN|101|1.7|2006-2007|Fall|5|10/28/2006
S004451022|SPAN|100|3|2006-2007|Fall|2|10/28/2006
S004451022|POLSC|110|0|2006-2007|Winter|5|2/14/2007
S004451022|MATH|90|0|2006-2007|Winter|5|2/14/2007
S004451022|ENGL|100|2|2006-2007|Spring|5|5/20/2007
S004451022|ENGL|105|0|2007-2008|Fall|5|10/31/2007
S004451022|BIOL|105|0|2007-2008|Fall|4|10/31/2007
S004451022|BIOL|105L|0|2007-2008|Fall|1|10/31/2007
S004451022|BIOL|100|0|2007-2008|Winter|4|1/15/2008
S004451022|BIOL|100L|0|2007-2008|Winter|1|1/15/2008
S004451022|CHEM|101|0|2007-2008|Spring|4|4/18/2008
S004451022|CHEM|101L|0|2007-2008|Spring|1|4/18/2008
S004451022|MATH|90|0.7|2008-2009|Spring|5|5/26/2009
S004451022|MATH|90|V|2008-2009|Fall|5|11/8/2009
S004451022|MATH|090I|3.2|2009-2010|Spring|2|5/25/2010
S004451022|MATH|090I|3|2010-2011|Fall|3|11/27/2010
S004451022|AHE|110|3.8|2010-2011|Winter|5|1/11/2011
S004451022|AHE|116|3.4|2010-2011|Winter|4|1/11/2011
S004451022|BSTEC|104|3.1|2010-2011|Winter|3|1/11/2011
S004451022|BSTEC|129|3|2010-2011|Winter|3|1/11/2011
S004451022|AHE|115|S|2010-2011|Winter|1|1/11/2011
S004451022|SHS|170|4|2010-2011|Winter|1|1/11/2011
S004451227|MUSIC|120|2.2|2005-2006|Winter|5|2/5/2006
S004451227|PE|124|4|2005-2006|Winter|2|2/5/2006
S004451227|BRDGE|90|3.5|2009-2010|Winter|5|2/5/2010
S004451227|MATH|60|2.4|2009-2010|Winter|5|2/5/2010
S004451227|BRDGE|93|3.4|2009-2010|Spring|5|5/25/2010
S004451227|MATH|80|1.5|2009-2010|Spring|5|5/25/2010
S004451227|MATH|80|2.6|2010-2011|Fall|5|11/27/2010
S004451227|MATH|90|4|2010-2011|Winter|5|1/11/2011
S004451227|ENGL|100|3.5|2010-2011|Winter|5|1/11/2011
S004451440|ECE|155|S|2005-2006|Winter|0.5|2/5/2006
S004451440|ECE|110|4|2008-2009|Winter|5|1/15/2009
S004451440|ECE|238|4|2008-2009|Winter|3|1/15/2009
S004451440|ECE|208|4|2008-2009|Spring|5|5/26/2009
S004451440|ECE|218|4|2009-2010|Fall|4|10/1/2009
S004451440|ECE|236|4|2009-2010|Fall|3|10/1/2009
S004451440|ECE|115|4|2009-2010|Winter|5|2/5/2010
S004451440|ECE|237|4|2009-2010|Winter|3|2/5/2010
S004451440|ECE|239|4|2009-2010|Spring|4|5/25/2010
S004451440|ECE|243|4|2009-2010|Spring|3|5/25/2010
S004451440|ECE|117|4|2009-2010|Spring|2|5/25/2010
S004451440|ECE|216|4|2010-2011|Fall|5|11/27/2010
S004451440|ECE|248|4|2010-2011|Fall|3|11/27/2010
S004451440|ECE|249|4|2010-2011|Winter|3|1/11/2011
S004472433|BRDGE|87|4|2009-2010|Fall|5|10/1/2009
S004472433|MATH|90|3.4|2009-2010|Fall|5|10/1/2009
S004472433|ECE|134|4|2009-2010|Fall|2|10/1/2009
S004472433|ECE|120|2.9|2009-2010|Winter|5|2/5/2010
S004472433|ENGL|100|2.7|2009-2010|Winter|5|2/5/2010
S004472433|MATH&|107|1.4|2009-2010|Winter|5|2/5/2010
S004472433|SOC|125|2.5|2009-2010|Spring|5|5/25/2010
S004472433|ENGL&|101|1.8|2009-2010|Spring|5|5/25/2010
S004472433|ECE|243|1.7|2009-2010|Spring|3|5/25/2010
S004472433|SOC|214|2.5|2010-2011|Fall|5|11/27/2010
S004472433|BIOL&|175|2.5|2010-2011|Fall|4|11/27/2010
S004472433|BIOL&|175L|2.5|2010-2011|Fall|1|11/27/2010
S004472433|HIST&|214|W|2010-2011|Winter|5|1/11/2011
S004472433|ENGL&|101|3|2010-2011|Winter|5|1/11/2011
S004472433|PHIL|110|0.7|2010-2011|Winter|5|1/11/2011
S004472433|ECE|155|S|2010-2011|Winter|1|1/11/2011
S004473323|HORT|160|3.7|2008-2009|Spring|5|5/26/2009
S004473323|HORT|102|4|2008-2009|Spring|4|5/26/2009
S004473323|HORT|110|3.7|2008-2009|Spring|3|5/26/2009
S004473323|HORT|287|3.6|2008-2009|Spring|2|5/26/2009
S004473323|HORT|173|4|2009-2010|Summer|3|7/26/2009
S004473323|HORT|255|3.8|2009-2010|Summer|3|7/26/2009
S004473323|HORT|207|3.6|2009-2010|Summer|3|7/26/2009
S004473323|HORT|255|S|2009-2010|Summer|2|7/26/2009
S004473323|HORT|192|3.6|2009-2010|Summer|1|7/26/2009
S004473323|HORT|118|3.7|2009-2010|Fall|5|10/1/2009
S004473323|HORT|229|4|2009-2010|Fall|3|10/1/2009
S004473323|HORT|242|3.9|2009-2010|Fall|3|10/1/2009
S004473323|HORT|283|S|2009-2010|Fall|1|10/1/2009
S004473323|GEOG|150|3.6|2009-2010|Winter|5|2/5/2010
S004473323|HORT|249|3.6|2009-2010|Winter|3|2/5/2010
S004473323|HORT|109|3.5|2009-2010|Winter|3|2/5/2010
S004473323|HORT|109|3.5|2009-2010|Winter|2|2/5/2010
S004473323|HORT|243|3.7|2009-2010|Winter|1|2/5/2010
S004473323|HORT|116|3.8|2009-2010|Spring|4|5/25/2010
S004473323|HORT|211|4|2009-2010|Spring|3.5|5/25/2010
S004473323|HORT|250|3.8|2009-2010|Spring|3|5/25/2010
S004473323|HORT|271|4|2009-2010|Spring|2|5/25/2010
S004473323|HORT|255|S|2009-2010|Spring|1|5/25/2010
S004473323|HORT|251|2.8|2010-2011|Fall|5|11/27/2010
S004473323|HORT|275|4|2010-2011|Fall|3.5|11/27/2010
S004473323|HORT|174|W|2010-2011|Fall|3|11/27/2010
S004473323|HORT|270|3.1|2010-2011|Winter|3|1/11/2011
S004473323|HORT|279|3|2010-2011|Winter|3|1/11/2011
S004473323|HORT|231|S|2010-2011|Winter|1|1/11/2011
S004473323|HORT|248|4|2010-2011|Winter|1|1/11/2011
S004493946|EAP|100|3|2005-2006|Spring|10|5/25/2006
S004493946|MATH|90|3.8|2005-2006|Spring|5|5/25/2006
S004493946|EAP|121|2.7|2006-2007|Fall|5|10/28/2006
S004493946|ENGL|100|3.1|2006-2007|Winter|5|2/14/2007
